image_id,artist_id,image_title,subject,style,museum,label,image_url
e5f7e395-6d3c-47ce-bd51-4d78b5af1efb,f26b52b7-c462-4d0a-a52f-835fb2ef9cca,Faith and Reward,,Symbolism,,"24"" Long Edge | 24"" x 24""(61 cm x 61 cm) | 30"" Long Edge | 30"" x 30""(76 cm x 76 cm) | 36"" x 36""(91 cm x 91 cm) | 40"" x 40""(102 cm x 102 cm) | 48"" x 48""(122 cm x 122 cm) | 60"" x 60""(152 cm x 152 cm)",https://upload.wikimedia.org/wikipedia/commons/8/8b/Jan_Toorop_Faith_and_Reward_.JPG
b86212de-1b3f-4e5c-a6b1-1548c2e26a8b,f700158d-96cb-4221-9bf9-d4967d1d290f,Still Life,Abstract/Modern Art,,,"24"" x 24""(61 cm x 61 cm) | 30"" x 30""(76 cm x 76 cm) | 36"" x 36""(91 cm x 91 cm) | 40"" x 40""(102 cm x 102 cm) | 48"" x 48""(122 cm x 122 cm) | 60"" x 60""(152 cm x 152 cm)",https://upload.wikimedia.org/wikipedia/commons/c/c1/Still_Life_%281943%29_-_Giorgio_Morandi_%281890-1964%29_%2831260909628%29.jpg
33c89971-1424-42ee-a596-cce9c97b7a7d,de0cfa01-3b3b-46ec-86c1-887acde18e37,Millard Fillmore,U.S. Presidents,,,"16"" x 24""(41 cm x 61 cm) | 20"" x 30""(51 cm x 76 cm) | 24"" x 36""(61 cm x 91 cm) | 30"" x 46""(76 cm x 117 cm) | 36"" x 54""(91 cm x 137 cm) | 40"" x 60""(102 cm x 152 cm) | 48"" x 72""(122 cm x 183 cm)",https://upload.wikimedia.org/wikipedia/commons/6/68/FILLMORE%2C_Millard-President_%28BEP_engraved_portrait%29.jpg
6f4ecda5-d1a1-4a71-901b-4811f8e13015,0d6689c3-7f70-43a6-a5fb-48faaeff49ac,Meadowland,,Avant-Garde,,"30"" x 24""(76 cm x 61 cm) | 32"" x 26""(81 cm x 66 cm) | 36"" x 29""(91 cm x 74 cm) | 40"" x 30""(102 cm x 76 cm) | 48"" x 36""(122 cm x 91 cm) | 60"" x 48""(152 cm x 122 cm) | 68"" x 54""(173 cm x 137 cm)",https://upload.wikimedia.org/wikipedia/commons/5/54/Henri_Rousseau_-_Meadowland_-_Google_Art_Project.jpg
4ee9b69e-8cf4-4fef-8d1c-bc5311da467b,07f911ed-c0e3-49d6-80a1-0739f48df30b,Portrait of Theo Van Gogh,Portraits,Post-Impressionism,,"16"" x 24""(41 cm x 61 cm) | 20"" Long Edge | 20"" x 30""(51 cm x 76 cm) | 24"" Long Edge | 24"" x 36""(61 cm x 91 cm) | 30"" Long Edge | 30"" x 46""(76 cm x 117 cm) | 36"" Long Edge | 36"" x 54""(91 cm x 137 cm) | 40"" x 60""(102 cm x 152 cm)",https://upload.wikimedia.org/wikipedia/commons/4/4a/Vincent_van_Gogh%2C_Portrait_of_Theo_van_Gogh_%281887%29_-_02.jpg
2c978fc1-c34b-45d8-83e5-4a1072db805c,37e91e34-3df7-40d3-93f1-d3df6be025e0,Portrait of Catharine Lorillard Wolfe,Portraits,Classicism,The Metropolitan Museum of Art,"24"" x 36""(61 cm x 91 cm) | 30"" x 46""(76 cm x 117 cm) | 36"" x 54""(91 cm x 137 cm) | 40"" x 60""(102 cm x 152 cm) | 48"" x 72""(122 cm x 183 cm)",https://upload.wikimedia.org/wikipedia/commons/e/e8/Catharine_Lorillard_Wolfe_%281828%E2%80%931887%29_MET_DT11971.jpg
e16ceef8-dfce-4011-aa5b-2ac5c9f53fc0,287b8043-7d5a-4924-be7d-e52b47006e77,Isolde,,Symbolism,,"16"" x 24""(41 cm x 61 cm) | 20"" x 30""(51 cm x 76 cm) | 24"" x 36""(61 cm x 91 cm) | 30"" x 46""(76 cm x 117 cm) | 36"" x 54""(91 cm x 137 cm) | 40"" x 60""(102 cm x 152 cm) | 48"" x 72""(122 cm x 183 cm)",https://upload.wikimedia.org/wikipedia/commons/2/2a/Gaston_Brussiere23.jpg
84cba513-ef43-418b-99a4-e518ddc48263,6a4a5180-a996-4886-9911-f7f6239d929f,Her Heart is on the Ground,Horses,American Art,,"36"" x 24""(91 cm x 61 cm) | 46"" x 30""(117 cm x 76 cm) | 54"" x 36""(137 cm x 91 cm) | 60"" x 40""(152 cm x 102 cm) | 72"" x 48""(183 cm x 122 cm)",https://upload.wikimedia.org/wikipedia/commons/b/b7/Russell_-_her-heart-is-on-the-ground-1917.jpg
f5cc7782-7844-4f0f-a7e6-71b9ed2ac45a,1025c637-719e-4c5c-874e-b836910883e8,Breezing Up A Fair Wind,,American Art,National Gallery of Art,"24"" Long Edge | 30"" Long Edge | 36"" x 24""(91 cm x 61 cm) | 46"" x 30""(117 cm x 76 cm) | 54"" x 36""(137 cm x 91 cm) | 60"" x 40""(152 cm x 102 cm) | 72"" x 48""(183 cm x 122 cm)",https://upload.wikimedia.org/wikipedia/commons/d/d7/Winslow_Homer_-_Breezing_Up_%28A_Fair_Wind%29.jpg
daa5809b-09ab-45e5-815b-9efa96cf3b68,274ca966-9430-417d-9fce-89412f3a5f37,"The Seine at Port-Marly, Piles of Sand",,Impressionism,The Art Institute of Chicago,"36"" x 24""(91 cm x 61 cm) | 46"" x 30""(117 cm x 76 cm) | 54"" x 36""(137 cm x 91 cm)",https://upload.wikimedia.org/wikipedia/commons/5/57/Alfred_Sisley_-_The_Seine_at_Port-Marly%2C_Piles_of_Sand_-_1933.1177_-_Art_Institute_of_Chicago.jpg
0e4b8cb8-d395-4cea-a3eb-a2ac9a7b19bb,a755b1f8-e8f7-4376-8644-1d57142ea4ba,Last Flowers,Flowers,Realism,,"16"" x 20""(41 cm x 51 cm) | 20"" x 24""(51 cm x 61 cm) | 24"" x 30""(61 cm x 76 cm) | 26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" x 40""(76 cm x 102 cm) | 36"" x 48""(91 cm x 122 cm) | 48"" x 60""(122 cm x 152 cm) | 54"" x 68""(137 cm x 173 cm)",https://upload.wikimedia.org/wikipedia/commons/3/32/%27Last_Flowers%27_by_Jules_Breton%2C_Cincinnati_Art_Museum.JPG
dca6df71-6821-4e7e-a833-dce8477c25cc,f25200f1-5ca0-4cf2-b412-62d3df42cc2a,"Peace, Fort Hamilton",,Impressionism,,"24"" x 16""(61 cm x 41 cm) | 30"" x 20""(76 cm x 51 cm) | 36"" x 24""(91 cm x 61 cm) | 46"" x 30""(117 cm x 76 cm) | 54"" x 36""(137 cm x 91 cm) | 60"" x 40""(152 cm x 102 cm) | 72"" x 48""(183 cm x 122 cm)",https://upload.wikimedia.org/wikipedia/commons/a/ab/William_Merritt_Chase_-_Peace%2C_Fort_Hamilton_-_84-1974_-_Saint_Louis_Art_Museum.jpg
6871a6f9-f6b6-4461-881d-cdbac6529cdb,bda155a9-0392-4412-97f0-cb1f48557c1c,Landscape,,Nabi,,"20"" x 16""(51 cm x 41 cm) | 24"" x 20""(61 cm x 51 cm) | 30"" x 24""(76 cm x 61 cm) | 32"" x 26""(81 cm x 66 cm) | 36"" x 29""(91 cm x 74 cm) | 40"" x 30""(102 cm x 76 cm) | 48"" x 36""(122 cm x 91 cm) | 60"" x 48""(152 cm x 122 cm) | 68"" x 54""(173 cm x 137 cm)",https://upload.wikimedia.org/wikipedia/commons/c/ce/Bemberg_Fondation_Toulouse_-_Paysage_du_Canet_%28Landscape_of_Canet%29_-_Pierre_Bonnard_-_HT_Inv.2015_47.3x39.4.jpg
3c85d944-eb9a-4139-8256-69b2efd0eedb,5602c7ad-60f8-4426-9e6f-c3024b84759f,By the Seaside,,Impressionism,,"20"" x 16""(51 cm x 41 cm) | 24"" x 20""(61 cm x 51 cm) | 30"" x 24""(76 cm x 61 cm) | 32"" x 26""(81 cm x 66 cm) | 36"" x 29""(91 cm x 74 cm) | 40"" x 30""(102 cm x 76 cm) | 48"" x 36""(122 cm x 91 cm) | 60"" x 48""(152 cm x 122 cm) | 68"" x 54""(173 cm x 137 cm)",https://upload.wikimedia.org/wikipedia/commons/d/d5/Joaqu%C3%ADn_Sorolla_y_Bastida_-_Triste_Herencia_%281899%29.jpg
ed66ca42-948a-4d93-8707-9df4753c2e69,071af081-c095-49ff-8a5b-fcfa6f14261b,Bouquet,Flowers,Fauvism,,"16"" x 24""(41 cm x 61 cm) | 20"" x 30""(51 cm x 76 cm) | 24"" x 36""(61 cm x 91 cm) | 30"" x 46""(76 cm x 117 cm) | 36"" x 54""(91 cm x 137 cm) | 40"" x 60""(102 cm x 152 cm)",https://upload.wikimedia.org/wikipedia/commons/b/b9/Bouquet_of_Flowers_-_Jan_Brueghel_%28I%29.jpg
f57cbc81-9bb5-4b37-ab03-b9483d54ce19,77668393-9b6e-40e0-869c-f28d9604d383,A Street in Paris in May 1871,,Post-Impressionism,Musée d'Orsay,"36"" x 24""(91 cm x 61 cm) | 46"" x 30""(117 cm x 76 cm) | 54"" x 36""(137 cm x 91 cm) | 60"" x 40""(152 cm x 102 cm) | 72"" x 48""(183 cm x 122 cm)",https://upload.wikimedia.org/wikipedia/commons/5/5b/Maximilien_Luce_-_A_Street_in_Paris_in_May_1871_-_Google_Art_Project.jpg
eee2d657-f53a-4061-b657-3ca730603d92,e064cce9-a87c-4bd5-986a-def9bc4a4aba,Three Bathers,Nude,Expressionism,,"16"" x 24""(41 cm x 61 cm) | 20"" x 30""(51 cm x 76 cm) | 24"" x 36""(61 cm x 91 cm) | 30"" x 46""(76 cm x 117 cm) | 36"" x 54""(91 cm x 137 cm) | 40"" x 60""(102 cm x 152 cm) | 48"" x 72""(122 cm x 183 cm)",https://upload.wikimedia.org/wikipedia/commons/9/98/Ernst_Ludwig_Kirchner_-_Three_bathers_-_Google_Art_Project.jpg
f99cb742-cf99-420f-a7ca-b82dfd12b885,cc82be18-897c-4b72-a2c8-32fac9a8d736,The Pearl Necklace,,Orientalism,,"20"" x 24""(51 cm x 61 cm) | 24"" x 30""(61 cm x 76 cm) | 26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" x 40""(76 cm x 102 cm) | 36"" x 48""(91 cm x 122 cm) | 48"" x 60""(122 cm x 152 cm) | 54"" x 68""(137 cm x 173 cm)",https://upload.wikimedia.org/wikipedia/commons/f/f7/Jean-Fran%C3%A7ois_Portaels_-_The_pearl_necklace.jpg
4c55015e-1399-45ef-a7fb-ca098e22f654,1a56a769-c8d3-459c-9138-b814eda383af,Pifferaro,,Classicism,,"24"" Long Edge | 24"" x 30""(61 cm x 76 cm) | 26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" Long Edge | 30"" x 40""(76 cm x 102 cm) | 36"" x 48""(91 cm x 122 cm) | 48"" x 60""(122 cm x 152 cm)",https://upload.wikimedia.org/wikipedia/commons/7/7a/William-Adolphe_Bouguereau_-_Pifferaro_%281870%29.jpg
629994e9-dd65-474d-b49d-f1503049e305,a755b1f8-e8f7-4376-8644-1d57142ea4ba,The Cliff,,Realism,,"36"" x 24""(91 cm x 61 cm) | 46"" x 30""(117 cm x 76 cm) | 54"" x 36""(137 cm x 91 cm) | 60"" x 40""(152 cm x 102 cm) | 72"" x 48""(183 cm x 122 cm)",https://upload.wikimedia.org/wikipedia/commons/c/cb/Jules_Breton_-_Coastal_Cliffs_in_Stormy_Weather_-_1909-C_-_Museum_of_Fine_Arts_Ghent_%28MSK%29.jpg
59bc6713-4556-4edf-b3ab-97eb7ca9cc08,d85cd3f1-8f2b-45f9-b8a5-5a5676539eb1,Bateaux au Port de Collioure,,Fauvism,,"16"" x 20""(41 cm x 51 cm) | 20"" x 24""(51 cm x 61 cm) | 24"" x 30""(61 cm x 76 cm) | 26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" x 40""(76 cm x 102 cm) | 36"" x 48""(91 cm x 122 cm) | 48"" x 60""(122 cm x 152 cm) | 54"" x 68""(137 cm x 173 cm)",https://upload.wikimedia.org/wikipedia/commons/f/fd/Andre_derain_bateaux_au_port_de_collioure050509%29.jpg
8d6e4c33-8378-4e72-bc1e-483d0a18f523,376c687e-7733-4e40-bf70-6f1228bd961b,The Lighthouse of Collioure,,Post-Impressionism,,"20"" x 16""(51 cm x 41 cm) | 24"" x 20""(61 cm x 51 cm) | 30"" x 24""(76 cm x 61 cm) | 32"" x 26""(81 cm x 66 cm) | 36"" x 29""(91 cm x 74 cm) | 40"" x 30""(102 cm x 76 cm) | 48"" x 36""(122 cm x 91 cm) | 60"" x 48""(152 cm x 122 cm) | 68"" x 54""(173 cm x 137 cm)",https://upload.wikimedia.org/wikipedia/commons/a/ae/The_Lighthouse_at_Collioure_Albert_Marquet_%281912%29.jpg
f56614a5-a470-4ac6-9ae4-9236148d1bfb,c2741351-8f15-49e8-b7c3-78e3cd061d94,Portrait of Jeanne Hebuterne,Portraits,Expressionism,,"16"" x 24""(41 cm x 61 cm) | 20"" x 30""(51 cm x 76 cm) | 24"" x 36""(61 cm x 91 cm) | 30"" x 46""(76 cm x 117 cm) | 36"" x 54""(91 cm x 137 cm) | 40"" x 60""(102 cm x 152 cm) | 48"" x 72""(122 cm x 183 cm)",https://upload.wikimedia.org/wikipedia/commons/0/06/Jeanne_Hebuterne_by_Amedeo_Modigliani.jpg
d1630977-0811-4f42-b737-8a503d10d6e5,39d637d8-256b-4afc-ad30-01b2b268b701,In Church,,Classicism,,"24"" x 36""(61 cm x 91 cm) | 30"" x 46""(76 cm x 117 cm) | 36"" x 54""(91 cm x 137 cm) | 40"" x 60""(102 cm x 152 cm) | 48"" x 72""(122 cm x 183 cm)",https://upload.wikimedia.org/wikipedia/commons/9/96/Leaving_the_Confessional_%28In_Church%29_-_James_Tissot_-_Paris_1863_%E2%80%93_1874-_Revolution_in_der_Kunst-9753.jpg
f0825ae3-5d5f-4758-8224-4db195b0e63d,f25200f1-5ca0-4cf2-b412-62d3df42cc2a,For the Little One,,Impressionism,The Metropolitan Museum of Art,"24"" Long Edge | 24"" x 30""(61 cm x 76 cm) | 26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" Long Edge | 30"" x 40""(76 cm x 102 cm) | 36"" x 48""(91 cm x 122 cm) | 48"" x 60""(122 cm x 152 cm)",https://upload.wikimedia.org/wikipedia/commons/1/10/For_the_Little_One_MET_DP161212.jpg
4cfc5786-168b-4f49-ad6e-57c7d6f3591f,aef7c966-6795-438c-8e40-2c1c2dd7b68d,Flying Dutchman,Horses,Realism,,"36"" x 24""(91 cm x 61 cm) | 46"" x 30""(117 cm x 76 cm) | 54"" x 36""(137 cm x 91 cm) | 60"" x 40""(152 cm x 102 cm) | 72"" x 48""(183 cm x 122 cm)",https://upload.wikimedia.org/wikipedia/commons/4/47/Archibald_William_Montgomerie_%281812%E2%80%931861%29%2C_13th_Earl_of_Eglinton%2C_with_%27The_Flying_Dutchman%27_%28by_C._Wise%2C_after_John_Frederick_Herring%2C_Sr.%29.jpg
ed12bc4f-45d3-4fe7-a5d6-acbdaccff82a,5b388fe8-bcc8-49d6-82ce-b639a85ecbda,John the Baptist,Christianity,Baroque,,"24"" x 30""(61 cm x 76 cm) | 26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" x 40""(76 cm x 102 cm) | 36"" x 48""(91 cm x 122 cm) | 48"" x 60""(122 cm x 152 cm) | 54"" x 68""(137 cm x 173 cm)",https://upload.wikimedia.org/wikipedia/commons/4/4b/Michelangelo_Merisi%2C_called_Caravaggio_-_Saint_John_the_Baptist_in_the_Wilderness_-_Google_Art_Project.jpg
3abf7ee6-9240-4d77-81e9-7dfacafb84e0,321cd4b5-07cb-4765-98a1-a4a4a6d5aaf1,Lot and His Daughters,,Baroque,,"36"" x 29""(91 cm x 74 cm) | 40"" x 30""(102 cm x 76 cm) | 48"" x 36""(122 cm x 91 cm) | 60"" x 48""(152 cm x 122 cm) | 68"" x 54""(173 cm x 137 cm)",https://upload.wikimedia.org/wikipedia/commons/2/2a/Orazio_Gentileschi_-_Lot_and_His_Daughters_-_WGA8588.jpg
af540e36-c1a6-4a85-99a9-b011159a9b71,a339770d-1e2a-4387-96df-3fa5674fbc4e,William of Orange,Portraits,Renaissance,Rijksmuseum,"20"" Long Edge | 24"" Long Edge | 24"" x 30""(61 cm x 76 cm) | 26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" Long Edge | 30"" x 40""(76 cm x 102 cm) | 36"" x 48""(91 cm x 122 cm) | 48"" x 60""(122 cm x 152 cm)",https://upload.wikimedia.org/wikipedia/commons/1/14/Portrait_of_William_I%2C_Prince_of_Orange%2C_by_Adriaen_Thomasz_Key.jpg
56086f1f-812a-46dc-b4cc-f684e05e1a0c,ff435d4a-3eae-4238-a149-8f42d324f763,Untitled,,Surrealism,,"24"" x 36""(61 cm x 91 cm) | 30"" x 46""(76 cm x 117 cm) | 36"" x 54""(91 cm x 137 cm) | 40"" x 60""(102 cm x 152 cm) | 48"" x 72""(122 cm x 183 cm)",https://upload.wikimedia.org/wikipedia/commons/4/43/Untitled_%28point_de_vue%29%2C_Ni%C3%A9pce_1827_%E2%80%94_HRC_2020_%28cropped%29.jpg
df328489-f1db-41c5-a856-ee28ca047ca3,e15be2d5-5c6f-428c-97ef-4ddb4f9d1908,James-Jacques-Joseph Tissot,,Impressionism,The Metropolitan Museum of Art,"16"" x 20""(41 cm x 51 cm) | 20"" x 24""(51 cm x 61 cm) | 24"" x 30""(61 cm x 76 cm) | 26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" x 40""(76 cm x 102 cm) | 36"" x 48""(91 cm x 122 cm) | 48"" x 60""(122 cm x 152 cm) | 54"" x 68""(137 cm x 173 cm)",https://upload.wikimedia.org/wikipedia/commons/8/81/James-Jacques-Joseph_Tissot_by_Edgar_Degas_in_the_Metropolitan_Museum_of_Art.jpg
cc6651b0-2790-47a4-9308-138b887a45aa,64f9382a-2455-4bdd-afee-40d2321cafa9,Anticipation,,Classicism,,"24"" x 36""(61 cm x 91 cm) | 30"" x 46""(76 cm x 117 cm) | 36"" x 54""(91 cm x 137 cm) | 40"" x 60""(102 cm x 152 cm) | 48"" x 72""(122 cm x 183 cm)",https://upload.wikimedia.org/wikipedia/commons/7/74/Eugen_von_Blaas_-_Anticipation%2C_1911.jpg
f270c8aa-28a7-4ea1-be5b-cca43677f56f,eb6f8f03-f0bf-41e6-be75-29044949b331,Self-Portrait,Portraits,American Art,,"16"" x 20""(41 cm x 51 cm) | 20"" x 24""(51 cm x 61 cm) | 24"" x 30""(61 cm x 76 cm) | 26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" x 40""(76 cm x 102 cm) | 36"" x 48""(91 cm x 122 cm) | 48"" x 60""(122 cm x 152 cm) | 54"" x 68""(137 cm x 173 cm)",https://upload.wikimedia.org/wikipedia/commons/4/46/Joseph_Ducreux_%28French%29_-_Self-Portrait%2C_Yawning_-_Google_Art_Project.jpg
04dd8424-c9fa-4c99-8b47-66840f7bbc1b,07f911ed-c0e3-49d6-80a1-0739f48df30b,Peach Trees in Blossom,Spring,Post-Impressionism,,"24"" x 30""(61 cm x 76 cm) | 26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" x 40""(76 cm x 102 cm) | 36"" x 48""(91 cm x 122 cm) | 48"" x 60""(122 cm x 152 cm) | 54"" x 68""(137 cm x 173 cm)",https://upload.wikimedia.org/wikipedia/commons/e/e8/Vincent_van_Gogh_-_Peach_tree_in_blossom_-_Google_Art_Project.jpg
084cf9ea-c68b-46db-8b71-e0f9a686dfc6,e064cce9-a87c-4bd5-986a-def9bc4a4aba,Bathing Women and Children,,Expressionism,,"16"" x 20""(41 cm x 51 cm) | 20"" x 24""(51 cm x 61 cm) | 24"" x 30""(61 cm x 76 cm) | 26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" x 40""(76 cm x 102 cm) | 36"" x 48""(91 cm x 122 cm) | 48"" x 60""(122 cm x 152 cm) | 54"" x 68""(137 cm x 173 cm)",https://upload.wikimedia.org/wikipedia/commons/2/2f/Ernst_Ludwig_Kirchner_-_Badende_Frauen_und_Kinder_-_1925-32.jpg
271af5e2-7927-45be-ae28-070ed28c3733,7db22866-5360-49e5-a5e7-970b7fa7cb00,"Kitchen Gardens at L'Hermitage, Pontoise",Autumn/Fall,Impressionism,,"16"" x 20""(41 cm x 51 cm) | 20"" x 24""(51 cm x 61 cm) | 24"" x 30""(61 cm x 76 cm) | 26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" x 40""(76 cm x 102 cm) | 36"" x 48""(91 cm x 122 cm) | 48"" x 60""(122 cm x 152 cm) | 54"" x 68""(137 cm x 173 cm)",https://upload.wikimedia.org/wikipedia/commons/f/f1/Camille_Pissarro_-_Kitchen_Gardens_at_L%27Hermitage%2C_Pontoise_-_National_Galleries_Scotland.jpg
0b52380a-b9b7-4947-9fbe-7475f64b4521,9fe53765-e047-4339-8b16-0991bb5a21bf,Girl Playing Mandolin,,Realism,,"16"" x 24""(41 cm x 61 cm) | 20"" x 30""(51 cm x 76 cm) | 24"" x 36""(61 cm x 91 cm) | 30"" x 46""(76 cm x 117 cm) | 36"" x 54""(91 cm x 137 cm) | 40"" x 60""(102 cm x 152 cm) | 48"" x 72""(122 cm x 183 cm)",https://upload.wikimedia.org/wikipedia/commons/0/0a/Anders_Zorn_-_Girl_playing_mandolin_1884.jpg
b8c4f4c7-0a23-4d5c-b4de-b2f10e443b3d,c5e83c0b-78f2-4a6c-a13d-9eda6df0dd8f,Satyr and Nymph,,Baroque,Rijksmuseum,"24"" Long Edge | 30"" Long Edge | 36"" Long Edge | 36"" x 29""(91 cm x 74 cm) | 40"" x 30""(102 cm x 76 cm) | 48"" x 36""(122 cm x 91 cm) | 60"" x 48""(152 cm x 122 cm) | 68"" x 54""(173 cm x 137 cm)",https://upload.wikimedia.org/wikipedia/commons/c/c3/Nymph_and_satyr%2C_by_Gerard_van_Honthorst.jpg
978b7583-61a3-40fd-aeac-b8f694f516d1,30e146e0-a04d-4530-9949-9a7c3ff989d6,Young Girls on the Edge of the Sea,,Symbolism,Musée d'Orsay,"26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" x 40""(76 cm x 102 cm) | 36"" x 48""(91 cm x 122 cm) | 48"" x 60""(122 cm x 152 cm) | 54"" x 68""(137 cm x 173 cm)",https://upload.wikimedia.org/wikipedia/commons/9/92/On_the_Edge_of_the_Sea.jpg
465a41b6-cf87-47ea-bfbf-00b536a72bf6,b3dea632-dab6-49a3-82e1-68f2290b1159,Orchard,,Nabi,Cleveland Museum Of Art,"26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" Long Edge | 30"" x 40""(76 cm x 102 cm) | 36"" Long Edge | 36"" x 48""(91 cm x 122 cm) | 40"" Long Edge | 48"" x 60""(122 cm x 152 cm)",https://upload.wikimedia.org/wikipedia/commons/4/48/Edouard_Vuillard_%28French%2C_1868-1940%29_-_Orchard_%28Le_Verger%29_-_2020.120_-_Cleveland_Museum_of_Art.jpg
4138a0b2-d2ce-4c67-a91a-a54b912261aa,9f38830e-6e10-496b-812b-2e6ff4268eda,The Brioche,,Impressionism,The Metropolitan Museum of Art,"20"" x 16""(51 cm x 41 cm) | 24"" Long Edge | 24"" x 20""(61 cm x 51 cm) | 30"" Long Edge | 30"" x 24""(76 cm x 61 cm) | 32"" x 26""(81 cm x 66 cm) | 36"" x 29""(91 cm x 74 cm) | 40"" x 30""(102 cm x 76 cm) | 48"" x 36""(122 cm x 91 cm)",https://upload.wikimedia.org/wikipedia/commons/f/f8/The_Brioche_MET_DP-13655-001.jpg
4381b422-6a77-4691-a3d2-54ad4f38b6e3,07935e23-053c-4f26-bafe-05b951e29afa,The Gypsy Girl,Portraits,,Los Angeles County Museum of Art,"24"" Long Edge | 24"" x 30""(61 cm x 76 cm) | 26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" Long Edge | 30"" x 40""(76 cm x 102 cm) | 36"" x 48""(91 cm x 122 cm) | 48"" x 60""(122 cm x 152 cm) | 54"" x 68""(137 cm x 173 cm)",https://upload.wikimedia.org/wikipedia/commons/e/e3/The_Gypsy_Girl_LACMA_M.82.161.jpg
ba8849df-1386-4cb4-b039-fcd9e26488aa,c2741351-8f15-49e8-b7c3-78e3cd061d94,Woman with a Black Cravat,,Expressionism,,"16"" x 24""(41 cm x 61 cm) | 20"" x 30""(51 cm x 76 cm) | 24"" x 36""(61 cm x 91 cm) | 30"" x 46""(76 cm x 117 cm) | 36"" x 54""(91 cm x 137 cm) | 40"" x 60""(102 cm x 152 cm) | 48"" x 72""(122 cm x 183 cm)",https://upload.wikimedia.org/wikipedia/commons/b/bc/Woman_with_Black_Cravat.jpg
85a13396-3736-4101-9018-87d1f90f1434,5a47e003-0ab2-4d06-b1cf-d8e280cf6556,Benjamin Waterhouse,Portraits,,,"24"" x 30""(61 cm x 76 cm) | 26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" x 40""(76 cm x 102 cm) | 36"" x 48""(91 cm x 122 cm) | 48"" x 60""(122 cm x 152 cm) | 54"" x 68""(137 cm x 173 cm)",https://upload.wikimedia.org/wikipedia/commons/a/a7/Benjamin_Waterhouse_by_Gilbert_Stuart%2C_1775.png
f7645bf5-a6c0-4e0f-9ec2-381f762fc22f,04df9326-6278-4168-9462-f0e881debe70,West Rock New Haven,Landscape Art,American Landscape,,"46"" x 30""(117 cm x 76 cm) | 54"" x 36""(137 cm x 91 cm) | 60"" x 40""(152 cm x 102 cm) | 72"" x 48""(183 cm x 122 cm)",https://upload.wikimedia.org/wikipedia/commons/8/88/West_Rock%2C_New_Haven_Frederic_Edwin_Church.jpg
34ee096c-a88a-4b2c-ba0f-614bae51d9b4,2d7e547b-035e-411d-bed0-496308171030,Rubens Peale with a Geranium,Portraits,,National Gallery of Art,"24"" Long Edge | 24"" x 30""(61 cm x 76 cm) | 26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" Long Edge | 30"" x 40""(76 cm x 102 cm) | 36"" Long Edge | 36"" x 48""(91 cm x 122 cm) | 40"" Long Edge | 48"" Long Edge | 48"" x 60""(122 cm x 152 cm) | 54"" x 68""(137 cm x 173 cm)",https://upload.wikimedia.org/wikipedia/commons/7/7e/Rembrandt_Peale_-_Rubens_Peale_with_a_Geranium_-_Google_Art_Project.jpg
9d14a063-053f-4018-8df0-7fa3b5904f57,4413cf4a-e21c-405c-9bf8-15bce63ea20a,Portrait of a Man Holding Gloves,Portraits,Baroque,National Gallery,"20"" x 24""(51 cm x 61 cm) | 24"" x 30""(61 cm x 76 cm) | 26"" x 32""(66 cm x 81 cm) | 29"" x 36""(74 cm x 91 cm) | 30"" x 40""(76 cm x 102 cm) | 36"" x 48""(91 cm x 122 cm) | 48"" x 60""(122 cm x 152 cm) | 54"" x 68""(137 cm x 173 cm)",https://upload.wikimedia.org/wikipedia/commons/c/c1/India_-_Delhi_portrait_of_a_man_-_4780.jpg
